"respondent_id","country_code_alpha2","female","age","residence","satisfaction_democracy_country","satisfaction_democracy_eu","voted_ep","ideology","eu_membership_opinion","unemployed","social_class","living_standard","education"
560556,"BE",1,70,"rural",3,3,1,7,1,0,3,5,NA
560441,"BE",1,61,"city",2,2,0,7,3,0,3,4,NA
560543,"BE",0,69,"rural",2,2,1,5,1,0,3,3,NA
560161,"BE",0,61,"city",3,2,1,4,1,0,3,4,NA
560871,"BE",1,42,"city",NA,NA,1,5,NA,0,3,NA,NA
560825,"BE",1,44,"rural",3,3,1,8,3,0,3,6,NA
560301,"BE",0,61,"city",2,1,1,5,1,0,3,4,NA
560087,"BE",1,56,"town",3,3,1,0,1,0,3,3,NA
560844,"BE",1,51,"rural",2,2,0,NA,3,0,1,3,NA
560748,"BE",1,54,"city",2,2,1,10,3,0,1,4,NA
560281,"BE",1,65,"town",3,3,1,5,3,0,3,4,NA
560484,"BE",0,71,"town",2,2,1,NA,NA,0,1,3,NA
560516,"BE",1,64,"town",1,1,1,NA,3,0,3,4,NA
560041,"BE",1,52,"city",2,2,1,5,NA,0,1,4,NA
560464,"BE",1,57,"town",NA,NA,1,NA,NA,0,1,2,NA
560386,"BE",1,68,"town",2,2,1,2,1,0,3,4,NA
560324,"BE",1,72,"city",3,2,1,3,1,0,3,4,NA
560274,"BE",1,67,"town",1,1,1,NA,2,0,2,3,NA
560728,"BE",0,55,"rural",2,1,1,7,3,0,3,5,NA
560465,"BE",1,67,"rural",2,2,1,0,3,0,1,4,NA
560870,"BE",0,43,"rural",3,3,1,4,1,0,3,5,NA
560028,"BE",1,44,"city",NA,2,1,0,2,0,2,3,NA
560418,"BE",0,62,"town",4,4,1,NA,1,0,3,6,NA
560168,"BE",1,22,"town",3,3,1,NA,1,0,2,4,NA
560894,"BE",1,28,"city",3,2,1,0,1,0,4,5,NA
560961,"BE",0,27,"city",2,1,1,6,3,0,1,3,NA
560118,"BE",0,77,"rural",3,3,1,8,1,0,3,5,NA
560892,"BE",1,38,"town",2,2,1,7,NA,0,3,4,NA
560623,"BE",0,36,"town",2,3,1,6,1,0,3,4,NA
560171,"BE",0,24,"city",3,3,1,10,1,0,3,5,NA
560467,"BE",0,64,"town",3,3,1,2,1,0,2,3,NA
560925,"BE",0,42,"rural",3,2,1,7,1,0,3,5,NA
560683,"BE",1,26,"town",2,2,1,3,1,0,1,4,NA
560988,"BE",1,25,"city",4,4,1,9,1,0,4,4,NA
560302,"BE",0,64,"town",2,2,0,6,2,0,3,4,NA
560296,"BE",0,59,"town",2,3,1,7,1,0,3,5,NA
560262,"BE",1,65,"town",3,3,1,5,3,0,1,3,NA
560283,"BE",1,58,"town",2,2,0,NA,1,0,1,3,NA
560669,"BE",1,34,"city",2,1,1,3,1,0,3,5,NA
560879,"BE",1,54,"town",3,3,1,5,1,0,4,5,NA
560731,"BE",1,53,"town",4,3,1,8,2,0,2,3,NA
560123,"BE",1,23,"town",4,3,1,10,1,0,3,7,NA
560775,"BE",1,34,"city",4,3,1,8,1,0,3,5,NA
560816,"BE",0,35,"town",3,3,0,6,2,0,2,NA,NA
560939,"BE",1,27,"town",4,NA,1,NA,NA,0,1,6,NA
560322,"BE",1,67,"town",3,3,1,4,1,0,1,4,NA
560291,"BE",1,21,"city",3,3,1,4,1,0,3,5,NA
560260,"BE",1,63,"town",3,3,1,7,1,0,3,4,NA
560059,"BE",1,56,"town",3,3,1,8,1,0,4,6,NA
560337,"BE",1,52,"city",1,1,1,6,NA,0,2,3,NA
560196,"BE",1,24,"town",1,2,1,NA,1,0,3,3,NA
560855,"BE",1,47,"town",2,2,1,5,3,1,1,1,NA
560117,"BE",0,73,"town",3,3,1,3,1,0,3,4,NA
560647,"BE",0,42,"town",2,2,0,10,3,1,3,4,NA
560131,"BE",0,73,"town",1,3,1,10,1,0,3,4,NA
560641,"BE",1,38,"town",2,2,0,5,2,0,3,5,NA
560506,"BE",1,73,"town",3,3,1,4,NA,0,3,4,NA
560157,"BE",1,70,"town",3,NA,1,8,1,0,3,5,NA
560943,"BE",1,40,"town",1,1,1,10,3,0,3,6,NA
560040,"BE",1,89,"city",3,3,1,5,1,0,3,4,NA
560011,"BE",1,33,"town",3,3,0,8,3,0,2,3,NA
560432,"BE",0,18,"city",3,2,1,3,1,0,3,4,NA
560768,"BE",0,34,"town",3,2,1,6,1,0,3,4,NA
560574,"BE",1,57,"town",1,1,1,7,2,0,2,4,NA
560176,"BE",0,28,"town",3,3,1,4,1,0,4,4,NA
560928,"BE",1,52,"town",1,1,1,10,3,0,1,2,NA
560960,"BE",0,34,"town",3,NA,1,4,1,0,1,4,NA
560851,"BE",1,25,"city",3,3,1,6,1,0,3,4,NA
560662,"BE",1,50,"city",2,2,1,10,NA,0,2,3,NA
560873,"BE",0,38,"town",2,2,1,7,1,0,3,4,NA
560164,"BE",1,65,"town",3,3,1,5,1,0,3,4,NA
560949,"BE",0,34,"town",3,3,1,9,3,0,4,5,NA
560944,"BE",1,53,"city",NA,NA,1,7,NA,0,3,5,NA
560304,"BE",0,25,"town",4,3,1,6,2,0,5,3,NA
560333,"BE",1,60,"town",1,3,1,7,1,0,3,4,NA
560339,"BE",0,56,"city",2,2,1,2,3,0,1,2,NA
560953,"BE",0,29,"town",2,3,1,6,1,0,3,4,NA
560181,"BE",0,74,"city",2,2,1,3,1,0,2,5,NA
560352,"BE",0,64,"rural",3,3,1,5,1,0,1,3,NA
560861,"BE",1,51,"town",NA,NA,1,8,NA,0,3,4,NA
560867,"BE",1,49,"town",3,3,1,7,1,0,3,4,NA
560102,"BE",0,58,"city",2,2,1,5,1,0,3,3,NA
560688,"BE",1,40,"city",2,3,1,5,1,0,3,4,NA
560717,"BE",1,29,"town",1,1,0,NA,3,0,1,1,NA
560120,"BE",1,59,"city",2,2,1,4,1,0,2,1,NA
560489,"BE",0,24,"rural",3,3,0,8,1,0,5,7,NA
560913,"BE",1,34,"rural",3,3,1,3,1,0,1,3,NA
560831,"BE",1,27,"town",1,1,1,10,3,0,3,3,NA
560757,"BE",1,27,"town",3,3,1,NA,1,0,3,4,NA
560886,"BE",0,28,"rural",4,4,1,3,1,0,3,4,NA
560133,"BE",1,70,"town",2,1,1,8,2,0,3,3,NA
560278,"BE",0,57,"rural",2,1,1,10,3,0,3,5,NA
560347,"BE",1,64,"town",1,1,1,10,1,0,3,5,NA
560001,"BE",1,24,"rural",3,3,1,0,1,0,3,1,NA
560311,"BE",1,23,"town",4,4,1,9,2,0,2,6,NA
560599,"BE",1,31,"town",2,2,1,4,1,0,2,4,NA
560917,"BE",1,44,"town",1,1,1,8,1,0,3,5,NA
560066,"BE",0,24,"city",3,3,1,7,1,0,4,6,NA
560611,"BE",0,26,"city",3,3,1,8,1,0,4,6,NA
560639,"BE",0,54,"town",2,2,1,NA,1,0,4,5,NA
560112,"BE",0,59,"town",1,1,1,0,2,0,1,2,NA
560177,"BE",0,19,"town",3,2,1,8,3,0,3,5,NA
560062,"BE",0,58,"town",2,1,1,8,3,0,2,3,NA
560330,"BE",1,59,"town",2,1,1,10,3,0,3,6,NA
560336,"BE",0,59,"rural",1,1,1,1,2,0,2,3,NA
560560,"BE",1,56,"town",1,2,1,10,3,0,1,4,NA
560716,"BE",0,44,"town",4,3,1,3,1,0,3,5,NA
560017,"BE",1,75,"town",2,3,1,3,1,0,3,3,NA
560224,"BE",0,71,"town",3,3,1,5,1,0,3,5,NA
560893,"BE",1,31,"town",3,3,1,7,NA,0,3,4,NA
560254,"BE",0,56,"city",1,1,1,0,NA,1,1,4,NA
560769,"BE",0,39,"town",3,3,1,7,2,0,3,3,NA
560083,"BE",0,48,"city",2,2,1,6,1,0,3,4,NA
560182,"BE",0,78,"town",2,2,1,7,1,0,1,4,NA
560773,"BE",0,33,"city",3,3,1,4,1,0,4,6,NA
560536,"BE",1,57,"town",3,3,1,6,1,1,3,5,NA
560824,"BE",0,30,"city",3,3,1,9,1,0,1,5,NA
560275,"BE",1,64,"city",3,3,1,9,1,0,4,5,NA
560841,"BE",1,32,"town",3,2,1,5,2,0,2,4,NA
560158,"BE",0,24,"town",1,3,NA,8,1,0,4,6,NA
560829,"BE",1,38,"town",2,2,NA,7,3,0,3,4,NA
560890,"BE",0,51,"town",3,2,1,6,1,0,3,4,NA
560167,"BE",0,68,"city",3,3,1,3,1,0,3,4,NA
560818,"BE",1,44,"town",2,2,0,10,3,0,3,6,NA
560378,"BE",1,22,"town",4,4,1,NA,1,0,2,4,NA
560620,"BE",0,51,"city",3,2,1,6,1,0,3,4,NA
560012,"BE",0,53,"town",2,2,1,8,3,0,3,4,NA
560211,"BE",0,62,"city",2,2,1,4,1,0,3,5,NA
560496,"BE",1,61,"town",1,1,1,6,2,0,3,4,NA
560405,"BE",0,19,"town",2,3,1,7,1,0,4,5,NA
560512,"BE",1,71,"town",3,3,0,5,1,0,3,4,NA
560076,"BE",0,59,"town",1,2,0,NA,2,1,3,5,NA
560987,"BE",1,50,"rural",1,1,1,5,3,0,3,4,NA
560032,"BE",1,56,"town",3,3,1,4,1,0,4,5,NA
560234,"BE",0,80,"rural",1,1,1,9,1,0,1,3,NA
560414,"BE",0,72,"town",3,3,1,9,1,0,3,5,NA
560063,"BE",0,64,"rural",3,2,1,5,1,0,1,4,NA
560036,"BE",0,61,"city",1,3,1,8,1,0,3,5,NA
560597,"BE",1,51,"town",2,2,1,5,2,0,2,4,NA
560904,"BE",0,43,"town",1,3,1,2,1,0,3,5,NA
560618,"BE",1,31,"rural",3,3,1,6,2,0,3,5,NA
560377,"BE",0,67,"town",2,2,1,NA,3,0,1,3,NA
560802,"BE",1,46,"town",3,3,0,6,1,0,3,5,NA
560143,"BE",1,68,"city",3,3,1,2,1,0,3,4,NA
560034,"BE",0,35,"city",3,3,1,2,1,0,3,5,NA
560309,"BE",0,57,"town",4,2,1,8,1,0,3,4,NA
560803,"BE",1,42,"city",1,1,1,10,2,0,4,5,NA
560915,"BE",0,48,"city",1,2,1,7,1,0,2,3,NA
560812,"BE",0,45,"city",2,2,1,5,1,0,3,5,NA
560348,"BE",0,75,"town",3,3,1,5,1,0,4,5,NA
560666,"BE",0,34,"city",3,3,1,6,2,0,3,4,NA
560021,"BE",0,42,"town",3,3,1,7,3,0,4,5,NA
560706,"BE",1,39,"city",3,2,0,5,3,0,2,5,NA
560271,"BE",0,51,"city",4,2,1,5,1,0,3,4,NA
560009,"BE",0,56,"town",1,1,1,8,2,0,3,3,NA
560064,"BE",0,78,"city",2,3,1,4,1,0,3,5,NA
560331,"BE",1,57,"city",1,1,1,6,2,0,2,3,NA
560600,"BE",1,48,"town",NA,2,1,5,2,0,2,4,NA
560503,"BE",1,55,"rural",1,1,1,8,2,0,3,5,NA
560580,"BE",0,46,"town",1,1,1,8,3,0,1,6,NA
560715,"BE",1,48,"town",1,1,0,NA,2,0,3,3,NA
560531,"BE",1,80,"city",3,2,1,10,1,0,3,NA,NA
560832,"BE",1,46,"rural",2,2,1,NA,NA,0,4,5,NA
560180,"BE",0,75,"town",1,1,1,2,3,0,3,4,NA
560612,"BE",1,27,"town",1,1,1,10,3,0,3,5,NA
560730,"BE",1,30,"city",2,2,1,5,3,1,3,4,NA
560452,"BE",1,66,"city",2,3,1,2,1,0,4,5,NA
560069,"BE",0,60,"town",2,1,1,6,3,0,3,5,NA
560657,"BE",1,30,"town",1,1,1,10,1,0,3,4,NA
560649,"BE",0,45,"city",3,3,1,8,1,0,4,6,NA
560702,"BE",0,27,"city",3,3,1,8,1,0,1,7,NA
560858,"BE",1,44,"city",3,3,1,5,1,0,3,4,NA
560042,"BE",0,36,"city",4,4,1,10,1,0,5,7,NA
560201,"BE",0,59,"town",2,2,1,2,1,0,3,4,NA
560160,"BE",0,25,"rural",4,4,1,5,1,0,4,5,NA
560637,"BE",1,33,"city",3,3,1,10,3,0,3,4,NA
560796,"BE",0,44,"town",3,2,1,5,3,0,3,4,NA
560046,"BE",0,74,"city",2,2,1,3,3,0,2,3,NA
560738,"BE",0,53,"town",2,NA,1,6,3,0,4,5,NA
560520,"BE",1,60,"town",3,NA,1,5,1,0,2,3,NA
560316,"BE",1,28,"city",3,3,1,7,1,0,4,5,NA
560393,"BE",1,67,"rural",2,2,0,5,3,0,1,5,NA
560428,"BE",1,66,"town",3,1,1,3,2,0,4,5,NA
560395,"BE",1,58,"town",2,2,1,NA,1,0,NA,NA,NA
560545,"BE",1,66,"town",1,3,1,3,1,0,4,5,NA
560214,"BE",0,61,"town",1,1,1,2,2,0,1,3,NA
560169,"BE",0,23,"town",2,3,1,8,2,0,3,4,NA
560674,"BE",1,52,"city",1,1,1,7,3,0,3,5,NA
560212,"BE",0,20,"town",3,3,1,9,2,0,3,4,NA
560622,"BE",1,45,"city",2,3,1,6,1,0,1,6,NA
560557,"BE",1,70,"town",3,3,1,3,3,0,2,4,NA
560642,"BE",1,53,"town",3,3,1,8,1,0,3,3,NA
560991,"BE",1,38,"town",3,2,1,6,1,0,4,5,NA
560786,"BE",0,52,"town",3,2,1,7,1,0,4,5,NA
560724,"BE",0,47,"city",3,3,1,8,1,0,5,5,NA
560443,"BE",1,16,"town",3,3,1,4,1,0,2,1,NA
560859,"BE",0,38,"town",2,2,1,5,3,0,1,3,NA
560853,"BE",1,35,"city",1,1,1,8,2,0,3,3,NA
560540,"BE",1,63,"town",3,3,1,5,1,0,3,4,NA
560463,"BE",0,66,"town",4,4,1,7,1,0,4,1,NA
560155,"BE",0,58,"town",3,2,1,10,3,0,4,6,NA
560742,"BE",1,50,"town",2,3,1,3,1,0,2,3,NA
560914,"BE",1,28,"city",3,3,1,7,3,0,2,4,NA
560285,"BE",1,71,"town",2,1,1,4,3,0,3,3,NA
560607,"BE",0,51,"city",4,4,1,6,1,0,3,5,NA
560119,"BE",0,76,"city",1,1,1,7,1,0,3,4,NA
560343,"BE",1,57,"city",3,3,1,6,1,0,3,5,NA
560705,"BE",1,35,"city",1,1,1,9,3,0,5,5,NA
560051,"BE",0,55,"town",2,1,0,4,3,0,3,5,NA
560115,"BE",0,72,"rural",2,2,1,6,3,0,4,6,NA
560018,"BE",1,65,"rural",2,1,1,4,2,0,3,4,NA
560967,"BE",0,34,"city",3,3,0,3,1,0,3,5,NA
560284,"BE",0,63,"city",3,3,1,1,1,0,3,4,NA
560906,"BE",0,37,"rural",3,3,1,10,1,0,1,5,NA
560228,"BE",1,61,"town",3,3,1,6,1,0,3,4,NA
560338,"BE",1,23,"city",2,2,1,10,NA,0,3,4,NA
560625,"BE",0,53,"town",3,2,1,1,1,0,2,5,NA
560265,"BE",1,58,"city",4,4,1,2,1,1,3,4,NA
560874,"BE",0,34,"city",1,3,1,8,2,0,5,7,NA
560613,"BE",0,54,"town",3,3,1,3,1,0,3,5,NA
560934,"BE",1,52,"town",1,1,1,8,3,0,3,5,NA
560823,"BE",1,41,"town",3,3,1,8,1,0,3,4,NA
560586,"BE",0,25,"town",4,4,1,2,1,0,1,2,NA
560122,"BE",0,66,"town",2,2,0,5,2,0,1,NA,NA
560901,"BE",0,42,"city",2,2,0,4,2,1,1,2,NA
560459,"BE",1,59,"city",2,2,1,8,1,0,2,2,NA
560481,"BE",1,69,"town",3,3,1,4,1,0,3,5,NA
560345,"BE",1,67,"rural",2,2,1,7,3,0,3,4,NA
560456,"BE",1,27,"city",2,3,1,3,3,0,4,6,NA
560822,"BE",1,52,"town",2,2,1,6,3,0,1,5,NA
560396,"BE",1,61,"rural",1,2,1,6,1,0,3,3,NA
560661,"BE",1,50,"town",2,2,1,6,2,0,3,4,NA
560918,"BE",0,46,"town",1,1,1,10,2,0,4,6,NA
560048,"BE",0,49,"town",3,3,1,8,3,0,1,4,NA
560750,"BE",1,51,"rural",2,2,0,5,3,0,3,5,NA
560225,"BE",0,62,"city",4,4,1,NA,3,1,3,5,NA
560741,"BE",0,42,"town",2,2,1,6,3,0,5,5,NA
560382,"BE",1,67,"city",2,3,1,6,1,0,2,1,NA
560975,"BE",1,31,"town",NA,NA,1,NA,3,0,1,3,NA
560830,"BE",1,26,"city",3,2,0,7,3,0,2,4,NA
560737,"BE",0,37,"city",3,4,1,7,1,0,5,6,NA
560243,"BE",0,24,"city",3,3,1,8,1,0,3,5,NA
560813,"BE",0,26,"city",3,3,0,6,2,0,3,6,NA
560693,"BE",0,35,"rural",1,2,1,10,2,0,1,5,NA
560086,"BE",1,56,"city",1,1,1,8,3,0,5,6,NA
560840,"BE",1,49,"town",2,2,0,8,1,0,2,4,NA
560497,"BE",0,71,"town",3,3,1,0,1,0,2,5,NA
560646,"BE",1,31,"town",2,3,1,8,NA,0,1,2,NA
560547,"BE",1,71,"city",3,3,1,8,1,0,3,5,NA
560366,"BE",0,75,"rural",1,2,1,10,3,0,1,4,NA
560866,"BE",0,32,"city",2,2,1,10,3,0,2,2,NA
560446,"BE",1,56,"city",3,2,1,6,3,0,3,4,NA
560231,"BE",1,71,"town",NA,2,1,NA,3,0,1,5,NA
560903,"BE",1,39,"city",3,2,1,7,1,0,3,4,NA
560937,"BE",0,59,"town",3,2,1,5,3,0,2,4,NA
560645,"BE",0,46,"town",1,1,1,9,3,0,3,4,NA
560549,"BE",1,59,"rural",2,2,1,3,NA,1,1,3,NA
560239,"BE",0,23,"town",1,1,1,6,NA,0,3,5,NA
560318,"BE",1,20,"town",2,2,1,3,3,0,3,5,NA
560984,"BE",0,28,"town",3,3,1,5,1,0,3,5,NA
560845,"BE",1,33,"city",1,1,1,6,2,0,3,6,NA
560801,"BE",0,52,"town",2,3,1,5,2,0,5,5,NA
560759,"BE",0,46,"town",3,3,1,3,1,0,3,6,NA
560194,"BE",0,48,"city",3,2,1,9,1,0,3,5,NA
560199,"BE",0,19,"town",4,3,0,2,3,0,4,7,NA
560326,"BE",1,26,"town",3,3,1,2,1,0,4,5,NA
560884,"BE",0,40,"rural",3,3,1,4,1,0,3,5,NA
560146,"BE",0,66,"rural",3,3,1,7,1,0,5,4,NA
560335,"BE",1,58,"town",3,3,1,8,1,0,3,5,NA
560462,"BE",1,18,"town",2,2,1,5,1,0,3,4,NA
560267,"BE",0,64,"city",1,1,1,NA,NA,0,1,4,NA
560187,"BE",0,72,"city",3,NA,1,5,1,0,3,5,NA
560289,"BE",0,61,"rural",2,4,1,10,1,0,2,3,NA
560246,"BE",0,65,"city",3,2,1,9,3,0,5,6,NA
560014,"BE",1,67,"city",1,1,1,NA,2,0,1,3,NA
560016,"BE",0,65,"town",2,2,1,6,2,0,1,4,NA
560636,"BE",0,42,"city",4,4,1,5,1,0,2,4,NA
560033,"BE",0,62,"town",3,3,1,5,1,0,4,5,NA
560923,"BE",1,54,"town",3,2,1,4,1,0,1,2,NA
560962,"BE",1,44,"town",2,1,1,NA,3,0,2,2,NA
560475,"BE",0,68,"town",3,3,1,0,1,0,3,4,NA
560616,"BE",1,32,"city",3,3,0,9,1,0,4,4,NA
560764,"BE",0,36,"city",2,1,1,0,2,0,2,2,NA
560513,"BE",1,63,"town",3,3,1,6,1,0,2,3,NA
560450,"BE",1,19,"town",3,3,1,3,1,0,2,4,NA
560899,"BE",0,44,"town",2,1,1,8,2,0,2,3,NA
560232,"BE",1,60,"town",3,3,1,6,1,0,3,4,NA
560515,"BE",0,18,"town",3,4,0,5,1,0,2,2,NA
560150,"BE",0,67,"town",1,1,1,9,3,0,3,4,NA
560582,"BE",1,37,"town",2,2,1,NA,1,0,3,4,NA
560420,"BE",1,65,"city",1,2,1,4,1,0,3,5,NA
560252,"BE",1,66,"rural",2,2,1,5,1,0,3,4,NA
560499,"BE",1,57,"rural",2,2,1,5,1,0,2,3,NA
560193,"BE",1,74,"town",2,3,1,5,1,0,3,5,NA
560584,"BE",1,27,"town",3,NA,1,9,2,0,1,4,NA
560735,"BE",0,39,"town",3,3,1,4,1,0,4,5,NA
560008,"BE",1,47,"town",3,3,1,3,1,0,2,2,NA
560156,"BE",0,63,"city",3,3,1,5,1,0,2,4,NA
560354,"BE",1,22,"city",4,3,1,9,1,0,2,7,NA
560525,"BE",1,59,"town",2,2,1,5,3,0,3,4,NA
560412,"BE",1,65,"town",2,2,1,10,3,0,1,2,NA
560144,"BE",0,66,"town",2,2,1,10,1,0,3,5,NA
560091,"BE",1,71,"town",2,2,1,6,1,0,2,3,NA
560061,"BE",0,63,"rural",3,3,1,2,1,0,4,4,NA
560814,"BE",0,53,"town",3,2,1,0,1,0,3,4,NA
560640,"BE",0,26,"town",2,NA,1,5,3,0,1,3,NA
560229,"BE",0,62,"town",3,2,1,6,3,0,3,NA,NA
560349,"BE",0,43,"city",3,2,1,4,3,0,3,4,NA
560426,"BE",0,66,"city",1,1,1,9,2,0,3,4,NA
560610,"BE",0,52,"town",1,1,1,10,2,0,4,6,NA
560165,"BE",1,22,"town",3,3,1,10,1,0,1,6,NA
560711,"BE",1,30,"town",3,3,1,8,1,0,4,5,NA
560070,"BE",1,25,"rural",2,NA,1,5,3,0,2,3,NA
560067,"BE",0,68,"city",3,2,1,5,1,0,3,2,NA
560687,"BE",1,40,"town",1,1,1,10,2,0,3,3,NA
560836,"BE",0,36,"town",3,3,1,10,1,0,4,5,NA
560983,"BE",0,36,"town",3,3,NA,6,NA,0,3,NA,NA
560384,"BE",1,22,"town",2,2,1,7,1,0,4,5,NA
560958,"BE",1,38,"town",2,2,1,7,3,0,1,5,NA
560222,"BE",0,72,"town",2,1,1,8,2,0,2,3,NA
560606,"BE",0,47,"town",2,2,1,10,3,1,3,4,NA
560658,"BE",1,49,"town",1,1,1,NA,3,0,1,4,NA
560142,"BE",0,56,"rural",3,1,1,8,2,0,3,4,NA
560461,"BE",1,61,"town",2,1,1,6,2,0,3,5,NA
560334,"BE",0,59,"rural",2,2,1,3,3,0,3,4,NA
560287,"BE",0,67,"town",3,2,1,3,1,0,1,3,NA
560778,"BE",1,29,"city",2,NA,1,2,NA,0,3,3,NA
560996,"BE",1,31,"rural",3,3,1,5,1,0,3,4,NA
560049,"BE",0,49,"city",1,1,1,0,2,0,3,4,NA
560478,"BE",0,63,"town",3,2,1,5,1,0,1,6,NA
560990,"BE",1,65,"town",3,3,1,4,1,0,2,4,NA
560344,"BE",1,51,"town",1,1,1,7,3,0,2,3,NA
560691,"BE",1,28,"town",1,1,1,5,1,0,3,5,NA
560784,"BE",0,44,"rural",2,NA,0,5,1,0,1,4,NA
560670,"BE",0,58,"rural",2,2,1,6,1,0,2,3,NA
560969,"BE",1,36,"town",1,1,0,10,1,0,3,1,NA
560909,"BE",0,31,"city",3,3,1,2,2,0,3,5,NA
560995,"BE",1,26,"city",4,4,1,10,1,0,2,7,NA
560362,"BE",1,20,"rural",2,2,1,NA,1,0,2,NA,NA
560530,"BE",1,70,"town",1,1,1,5,3,0,1,4,NA
560573,"BE",1,71,"rural",3,3,1,4,1,0,3,3,NA
560811,"BE",0,34,"town",3,2,0,5,2,0,2,4,NA
560060,"BE",0,74,"town",4,4,1,8,1,0,3,5,NA
560656,"BE",1,39,"rural",2,2,1,6,1,0,3,5,NA
560389,"BE",0,57,"town",3,3,1,0,1,0,2,4,NA
560192,"BE",0,69,"town",1,2,1,3,1,0,1,1,NA
560026,"BE",1,45,"rural",3,4,1,6,1,0,3,5,NA
560409,"BE",0,70,"city",3,3,1,2,1,0,3,4,NA
560002,"BE",1,40,"town",3,3,1,5,2,0,2,3,NA
560648,"BE",0,49,"city",3,3,1,6,3,0,1,4,NA
560954,"BE",1,78,"town",NA,NA,NA,NA,NA,0,3,1,NA
560303,"BE",0,64,"town",2,2,1,10,3,0,3,5,NA
560604,"BE",0,51,"town",3,2,1,8,1,0,3,5,NA
560959,"BE",1,52,"town",3,3,1,5,1,0,4,6,NA
560494,"BE",1,23,"town",2,2,1,3,NA,0,3,5,NA
560966,"BE",0,28,"town",2,2,1,10,1,0,3,5,NA
560058,"BE",0,64,"town",2,2,1,2,1,0,2,3,NA
561006,"BE",1,36,"town",1,1,1,6,3,0,3,4,NA
560957,"BE",1,66,"rural",3,2,1,7,1,0,1,3,NA
560147,"BE",0,58,"town",3,3,1,10,1,0,5,5,NA
560500,"BE",1,19,"town",3,4,1,NA,1,0,3,NA,NA
560268,"BE",0,60,"town",3,3,1,5,3,0,3,4,NA
560797,"BE",1,44,"town",NA,2,1,5,NA,0,2,4,NA
560980,"BE",0,54,"rural",2,3,1,7,1,0,2,4,NA
560292,"BE",1,24,"city",1,1,1,5,2,0,2,5,NA
560783,"BE",0,44,"city",3,2,1,8,2,0,1,5,NA
560964,"BE",1,43,"city",4,4,1,5,1,0,3,5,NA
560163,"BE",0,66,"city",2,2,1,10,1,0,3,5,NA
560929,"BE",1,53,"city",3,3,1,5,1,0,4,4,NA
560952,"BE",0,29,"town",3,2,1,3,1,0,3,4,NA
560689,"BE",0,39,"city",3,3,1,7,1,0,4,5,NA
560654,"BE",0,52,"town",2,2,1,9,1,0,3,5,NA
560878,"BE",1,38,"town",1,1,1,8,2,0,4,4,NA
560374,"BE",0,69,"city",1,3,1,5,1,0,1,3,NA
560753,"BE",1,49,"town",2,NA,1,5,1,0,3,4,NA
560692,"BE",0,43,"rural",2,1,1,2,3,0,3,4,NA
560198,"BE",1,61,"town",3,3,1,0,1,0,3,5,NA
560650,"BE",0,45,"city",3,3,1,8,1,0,3,6,NA
560219,"BE",0,65,"town",3,2,1,2,1,0,3,5,NA
560942,"BE",1,54,"rural",NA,NA,0,NA,NA,0,1,NA,NA
560383,"BE",0,56,"town",2,2,1,5,1,1,1,4,NA
560439,"BE",0,19,"town",2,3,1,4,1,0,4,6,NA
560868,"BE",1,38,"city",2,2,1,3,1,0,3,4,NA
560457,"BE",0,59,"rural",2,1,1,8,2,0,2,4,NA
560079,"BE",1,59,"town",NA,3,1,4,1,0,3,NA,NA
560236,"BE",1,70,"town",1,1,1,3,3,0,2,4,NA
560947,"BE",1,28,"town",3,4,1,8,3,0,5,6,NA
560808,"BE",1,54,"town",1,2,1,3,3,0,3,5,NA
560767,"BE",0,48,"city",3,2,1,5,1,1,3,5,NA
560373,"BE",1,60,"town",3,3,1,5,1,0,2,3,NA
560282,"BE",0,58,"rural",1,1,1,9,3,0,1,2,NA
560891,"BE",1,73,"rural",3,3,1,2,1,0,3,4,NA
560006,"BE",0,70,"rural",3,3,1,10,1,0,3,5,NA
560093,"BE",0,24,"rural",1,2,1,10,2,0,1,3,NA
560247,"BE",1,73,"city",3,3,1,9,1,0,4,5,NA
560440,"BE",0,25,"rural",2,3,1,10,1,0,4,5,NA
560329,"BE",0,20,"town",3,2,0,10,1,0,3,3,NA
560387,"BE",1,60,"city",3,1,1,6,1,0,3,4,NA
560056,"BE",0,78,"town",1,1,1,10,2,0,1,2,NA
560533,"BE",1,58,"town",1,1,1,NA,NA,0,1,2,NA
560756,"BE",0,53,"rural",3,2,1,3,3,0,3,4,NA
560004,"BE",1,67,"city",2,2,1,6,3,0,2,2,NA
560538,"BE",1,61,"city",3,3,1,5,1,0,2,3,NA
560415,"BE",0,24,"city",3,4,1,8,1,0,2,4,NA
560635,"BE",0,45,"city",3,3,1,8,1,0,3,5,NA
560521,"BE",1,67,"town",3,3,1,5,1,0,3,5,NA
560511,"BE",1,66,"rural",1,1,1,8,2,0,4,3,NA
560854,"BE",0,41,"city",4,4,1,7,1,0,5,6,NA
560795,"BE",1,41,"city",1,1,1,8,1,0,3,5,NA
560096,"BE",0,26,"city",4,4,1,7,1,0,4,5,NA
560576,"BE",1,40,"town",1,2,1,7,NA,0,2,2,NA
560380,"BE",0,69,"town",2,2,1,4,1,0,3,5,NA
560307,"BE",0,20,"town",1,3,1,10,1,0,3,5,NA
560388,"BE",0,65,"city",3,2,1,3,1,0,3,5,NA
560981,"BE",1,47,"town",2,2,1,8,2,0,3,5,NA
560585,"BE",0,49,"town",3,3,1,7,3,0,3,4,NA
