"respondent_id","country_code_alpha2","female","age","residence","satisfaction_democracy_country","satisfaction_democracy_eu","voted_ep","ideology","eu_membership_opinion","unemployed","social_class","living_standard","education"
3800797,"IT",1,50,"city",2,2,1,7,1,0,2,4,NA
3800481,"IT",1,60,"town",3,3,1,2,1,0,3,4,NA
3800732,"IT",1,55,"city",2,1,0,7,2,0,3,5,NA
3800563,"IT",1,57,"town",4,4,1,10,3,0,2,5,NA
3800887,"IT",0,39,"town",2,2,1,7,2,0,2,3,NA
3800152,"IT",0,74,"town",2,2,1,0,1,0,3,5,NA
3800428,"IT",0,71,"town",3,3,1,7,1,0,3,4,NA
3800338,"IT",0,21,"town",2,2,1,4,3,0,3,4,NA
3800900,"IT",0,35,"town",1,2,1,0,3,0,2,2,NA
3800823,"IT",0,48,"city",2,1,1,2,2,0,1,1,NA
3800075,"IT",0,59,"city",2,2,1,4,1,0,3,4,NA
3800555,"IT",1,63,"city",3,3,1,5,1,0,2,5,NA
3800465,"IT",1,59,"rural",3,NA,0,6,1,0,3,4,NA
3800723,"IT",0,51,"town",3,2,1,9,2,0,1,5,NA
3800879,"IT",0,27,"town",1,3,1,3,1,0,3,3,NA
3800837,"IT",1,47,"town",3,3,0,4,1,0,4,5,NA
3800352,"IT",1,70,"rural",3,2,1,7,3,0,3,5,NA
3800079,"IT",1,34,"town",2,2,1,5,3,0,1,4,NA
3800652,"IT",0,52,"town",2,2,1,1,3,0,3,3,NA
3800708,"IT",1,43,"town",3,3,1,9,1,0,4,5,NA
3800269,"IT",1,66,"city",4,2,1,10,3,0,3,4,NA
3800349,"IT",1,63,"town",2,2,1,4,NA,0,2,4,NA
3800414,"IT",1,65,"rural",2,2,1,5,1,0,3,4,NA
3800416,"IT",0,57,"town",2,3,1,2,1,1,2,4,NA
3800306,"IT",0,58,"town",1,1,1,2,2,1,2,1,NA
3800765,"IT",1,53,"town",2,2,1,5,3,0,1,3,NA
3800784,"IT",1,40,"city",1,2,1,1,3,0,3,4,NA
3800447,"IT",0,67,"town",2,2,1,5,3,0,2,3,NA
3800147,"IT",1,66,"rural",2,1,0,0,3,0,1,4,NA
3800477,"IT",0,56,"city",3,3,1,5,3,0,3,4,NA
3800759,"IT",0,44,"city",3,3,1,4,1,0,5,6,NA
3800882,"IT",1,36,"rural",3,3,0,5,1,0,1,4,NA
3800059,"IT",0,24,"city",3,3,0,NA,3,0,1,3,NA
3800097,"IT",0,53,"town",2,3,1,0,1,1,2,1,NA
3800172,"IT",0,63,"town",4,3,1,8,1,0,3,4,NA
3800173,"IT",0,74,"rural",3,3,1,6,1,0,3,5,NA
3800122,"IT",1,67,"town",2,1,1,0,1,0,2,4,NA
3800466,"IT",0,20,"town",1,2,0,5,3,0,2,3,NA
3800410,"IT",1,56,"city",3,NA,1,10,NA,1,2,5,NA
3800236,"IT",1,25,"town",2,2,1,3,1,0,3,5,NA
3800341,"IT",1,55,"rural",2,2,1,10,2,0,3,5,NA
3800293,"IT",0,57,"city",3,3,0,10,1,1,2,3,NA
3800078,"IT",0,51,"city",2,2,0,NA,2,0,3,4,NA
3800171,"IT",0,62,"town",2,2,1,8,1,0,1,3,NA
3800208,"IT",1,56,"city",1,2,0,4,1,0,3,3,NA
3800022,"IT",1,36,"city",3,3,1,3,1,0,4,7,NA
3800115,"IT",1,28,"city",1,1,1,3,1,0,2,4,NA
3800074,"IT",1,40,"town",NA,NA,0,2,3,1,2,3,NA
3800029,"IT",1,47,"rural",2,2,1,2,1,0,3,4,NA
3800640,"IT",1,25,"town",1,1,0,NA,2,0,3,5,NA
3800897,"IT",0,26,"town",1,2,1,5,3,0,3,5,NA
3800987,"IT",0,36,"town",3,2,0,10,2,0,1,4,NA
3800822,"IT",0,51,"rural",2,2,1,3,3,0,2,3,NA
3800657,"IT",1,46,"town",1,NA,0,8,1,0,NA,NA,NA
3800403,"IT",0,58,"town",3,2,1,7,1,0,3,5,NA
3800516,"IT",0,61,"city",1,1,1,4,1,0,2,4,NA
3800012,"IT",0,24,"city",3,2,NA,6,1,0,3,3,NA
3800852,"IT",1,37,"town",3,NA,1,8,3,1,3,4,NA
3800053,"IT",0,33,"town",3,3,1,8,3,0,4,4,NA
3800512,"IT",1,63,"town",3,2,1,6,1,0,3,4,NA
3800675,"IT",1,51,"city",2,2,1,6,1,0,3,4,NA
3800572,"IT",1,72,"city",3,3,1,NA,1,0,3,4,NA
3800838,"IT",1,48,"rural",2,1,0,NA,2,0,2,3,NA
3800165,"IT",1,60,"town",2,2,1,4,3,0,3,5,NA
3800580,"IT",0,59,"town",3,2,1,9,2,0,2,3,NA
3800376,"IT",0,24,"rural",3,3,1,6,1,0,3,3,NA
3800485,"IT",0,71,"town",4,3,1,6,3,0,2,4,NA
3800944,"IT",0,34,"town",2,3,1,4,1,1,3,4,NA
3800291,"IT",1,58,"town",2,2,1,NA,3,0,3,5,NA
3800649,"IT",0,51,"city",3,3,1,9,1,0,1,5,NA
3800799,"IT",0,51,"town",2,2,0,NA,1,0,3,5,NA
3800235,"IT",0,65,"town",2,1,1,8,1,0,2,2,NA
3800689,"IT",0,45,"city",2,2,1,3,3,1,3,4,NA
3800509,"IT",1,34,"city",3,3,1,4,3,0,3,5,NA
3800668,"IT",0,49,"town",3,2,1,8,3,0,3,4,NA
3800475,"IT",1,61,"town",2,2,1,0,1,0,2,2,NA
3800365,"IT",0,61,"town",2,1,0,7,3,0,3,4,NA
3800199,"IT",0,19,"city",3,3,1,6,1,0,3,6,NA
3800474,"IT",0,56,"town",4,3,1,7,1,0,4,5,NA
3800359,"IT",1,69,"city",1,2,0,5,1,0,2,3,NA
3800302,"IT",1,73,"rural",3,2,1,9,3,0,1,2,NA
3800942,"IT",1,35,"town",3,3,1,8,1,0,1,2,NA
3800870,"IT",1,43,"city",3,3,0,8,2,0,4,6,NA
3800182,"IT",0,65,"town",2,2,1,5,3,0,3,4,NA
3800600,"IT",1,67,"town",3,3,1,7,3,1,3,4,NA
3800653,"IT",1,41,"town",3,3,1,9,2,0,2,3,NA
3800421,"IT",0,60,"town",1,1,0,8,2,0,2,4,NA
3800230,"IT",1,22,"rural",3,3,1,8,1,0,3,5,NA
3800188,"IT",1,58,"town",2,2,1,0,1,0,3,4,NA
3800988,"IT",0,34,"town",3,3,1,10,3,0,3,5,NA
3800809,"IT",1,54,"town",3,3,1,1,1,0,3,3,NA
3800830,"IT",1,46,"town",2,3,1,3,1,0,2,5,NA
3800562,"IT",1,74,"city",1,2,0,10,3,0,1,2,NA
3800519,"IT",0,22,"town",3,3,1,8,1,0,3,5,NA
3800021,"IT",1,23,"town",3,3,1,10,1,0,2,2,NA
3800949,"IT",1,28,"rural",2,3,0,3,1,0,1,3,NA
3800155,"IT",1,24,"town",2,3,0,4,3,0,2,4,NA
3800746,"IT",1,50,"town",1,1,1,6,1,0,2,3,NA
3800371,"IT",1,57,"rural",4,1,1,10,2,0,3,5,NA
3800605,"IT",0,20,"town",2,2,0,NA,1,0,2,5,NA
3801002,"IT",1,52,"city",3,2,1,9,3,0,2,4,NA
3800599,"IT",1,65,"town",2,2,1,9,NA,0,2,4,NA
3800588,"IT",1,58,"city",3,3,1,10,3,1,3,5,NA
3800454,"IT",0,62,"town",2,3,1,5,1,0,3,5,NA
3800462,"IT",1,40,"city",2,2,1,0,1,0,3,5,NA
3800006,"IT",0,21,"city",2,3,1,2,NA,0,1,1,NA
3800471,"IT",0,57,"town",1,2,0,5,NA,0,3,4,NA
3800550,"IT",1,61,"city",2,2,1,1,3,0,2,4,NA
3800818,"IT",0,50,"rural",2,3,1,4,1,1,2,3,NA
3800137,"IT",0,19,"rural",2,2,1,8,3,0,3,5,NA
3800344,"IT",1,58,"town",3,3,1,7,1,0,4,6,NA
3800062,"IT",0,28,"city",3,3,0,NA,1,0,2,3,NA
3800826,"IT",0,49,"rural",3,2,1,3,1,0,3,5,NA
3800246,"IT",0,67,"town",3,2,1,9,3,0,3,5,NA
3800930,"IT",0,38,"rural",3,3,1,3,3,0,3,3,NA
3800807,"IT",1,46,"rural",2,2,1,3,3,0,3,5,NA
3800773,"IT",1,55,"rural",3,3,1,9,3,0,3,4,NA
3800769,"IT",1,50,"rural",NA,3,0,5,1,0,2,4,NA
3800756,"IT",0,54,"city",3,3,1,10,1,0,4,7,NA
3800679,"IT",1,51,"city",3,3,1,5,3,1,2,4,NA
3800142,"IT",1,59,"town",2,2,1,3,1,1,1,1,NA
3800615,"IT",0,64,"city",1,2,1,6,1,0,3,5,NA
3800400,"IT",0,85,"city",3,3,1,6,1,0,3,6,NA
3800180,"IT",1,60,"town",3,2,1,4,1,0,2,3,NA
3800623,"IT",0,24,"city",2,2,1,2,1,0,4,5,NA
3800473,"IT",1,25,"rural",2,2,0,8,3,0,3,NA,NA
3800431,"IT",0,68,"town",2,2,1,3,1,0,4,5,NA
3800002,"IT",1,23,"rural",3,3,1,8,1,0,2,5,NA
3800255,"IT",0,56,"city",3,2,0,NA,2,0,3,4,NA
3800856,"IT",1,36,"city",2,2,1,6,1,0,3,5,NA
3800764,"IT",1,52,"town",3,3,1,0,1,0,3,3,NA
3800207,"IT",0,61,"city",3,1,1,7,3,1,3,4,NA
3800671,"IT",0,51,"city",2,2,1,5,3,0,4,6,NA
3800045,"IT",0,47,"town",3,2,1,7,2,0,3,4,NA
3800324,"IT",1,23,"town",3,3,1,7,1,0,4,5,NA
3800276,"IT",1,63,"town",3,3,1,7,1,0,3,3,NA
3800203,"IT",0,67,"city",3,3,1,4,1,0,4,5,NA
3800981,"IT",0,36,"town",3,2,0,8,3,0,4,6,NA
3800124,"IT",1,62,"rural",1,2,1,3,3,0,4,5,NA
3800806,"IT",1,43,"city",3,3,1,7,2,0,3,4,NA
3800972,"IT",1,39,"rural",3,3,1,10,3,0,4,5,NA
3800271,"IT",0,64,"town",3,3,1,6,1,0,3,3,NA
3800455,"IT",0,25,"rural",2,2,1,4,1,0,3,4,NA
3800228,"IT",0,63,"town",3,3,1,7,3,0,1,2,NA
3800118,"IT",1,56,"city",2,3,1,0,1,0,4,7,NA
3800812,"IT",0,49,"town",4,4,1,10,2,0,1,1,NA
3800418,"IT",0,58,"town",3,3,1,10,2,0,4,5,NA
3800645,"IT",1,44,"city",2,2,1,4,1,0,3,5,NA
3800120,"IT",0,22,"town",3,3,1,3,1,0,2,4,NA
3800449,"IT",1,56,"city",2,3,1,10,1,1,3,6,NA
3800924,"IT",0,33,"town",3,2,1,4,2,1,4,7,NA
3800415,"IT",1,68,"rural",3,3,1,6,3,0,3,4,NA
3800749,"IT",1,41,"town",2,2,0,5,2,0,3,4,NA
3800064,"IT",0,41,"rural",1,1,0,NA,NA,0,3,4,NA
3800156,"IT",1,57,"town",1,2,1,5,3,0,1,2,NA
3800763,"IT",0,48,"rural",2,2,1,NA,NA,0,2,2,NA
3800881,"IT",0,39,"city",2,2,1,2,2,0,3,4,NA
3800443,"IT",0,25,"city",2,3,1,10,1,0,5,7,NA
3801031,"IT",0,41,"town",2,2,1,10,1,1,1,1,NA
3800998,"IT",0,50,"town",3,3,1,5,3,0,3,5,NA
3800937,"IT",1,26,"rural",2,2,1,2,3,0,3,4,NA
3800430,"IT",1,71,"town",3,3,1,NA,3,0,2,1,NA
3800497,"IT",0,58,"rural",3,3,1,1,1,0,3,4,NA
3800761,"IT",0,51,"city",3,2,1,10,3,0,4,6,NA
3800951,"IT",0,36,"rural",1,1,1,7,2,0,3,4,NA
3800200,"IT",1,61,"rural",NA,1,0,5,2,0,3,4,NA
3800844,"IT",0,47,"town",2,2,1,4,2,0,1,3,NA
3800304,"IT",0,24,"city",3,4,1,4,1,0,2,5,NA
3800167,"IT",1,23,"rural",3,3,1,8,1,0,3,4,NA
3800514,"IT",0,58,"city",2,3,0,4,2,0,3,5,NA
3800196,"IT",1,56,"town",4,4,1,10,1,0,3,5,NA
3800082,"IT",1,34,"city",3,3,1,8,1,0,2,4,NA
3800896,"IT",0,40,"city",1,1,1,5,3,1,1,1,NA
3800329,"IT",0,44,"town",3,3,1,7,1,0,3,5,NA
3800702,"IT",0,44,"rural",4,4,1,4,1,0,3,5,NA
3800760,"IT",1,54,"rural",3,3,1,2,2,0,2,4,NA
3800083,"IT",0,39,"town",2,2,1,2,1,0,3,5,NA
3800484,"IT",0,24,"town",2,3,1,10,1,0,3,4,NA
3800875,"IT",1,39,"city",2,2,1,10,2,0,4,5,NA
3800819,"IT",0,46,"city",3,2,1,6,1,0,3,4,NA
3800195,"IT",0,73,"city",3,3,0,8,NA,0,3,5,NA
3800033,"IT",0,49,"town",3,3,1,8,1,0,3,5,NA
3800810,"IT",1,46,"city",3,3,1,4,3,0,2,2,NA
3800834,"IT",0,41,"city",1,2,1,6,1,0,2,5,NA
3800964,"IT",0,30,"rural",2,3,1,5,1,0,2,4,NA
3800625,"IT",0,64,"town",2,1,0,NA,NA,1,3,4,NA
3800353,"IT",1,59,"city",3,2,1,5,1,0,3,5,NA
3800778,"IT",1,51,"town",1,2,0,5,1,0,3,4,NA
3800446,"IT",0,20,"city",2,3,1,9,1,0,4,5,NA
3800829,"IT",1,40,"town",2,3,1,10,2,0,3,5,NA
3800134,"IT",0,62,"city",3,3,1,1,1,0,3,5,NA
3800782,"IT",0,46,"city",2,2,1,4,1,1,2,1,NA
3800983,"IT",0,36,"city",1,1,0,5,NA,0,4,3,NA
3800491,"IT",1,61,"rural",3,2,1,10,3,0,3,5,NA
3800533,"IT",1,24,"city",3,NA,0,7,3,0,5,5,NA
3800530,"IT",1,36,"town",2,3,0,NA,1,0,3,4,NA
3800248,"IT",0,62,"city",3,2,1,7,3,0,3,4,NA
3800974,"IT",1,34,"rural",1,3,1,0,1,1,2,3,NA
3800766,"IT",0,46,"city",3,3,1,6,1,0,3,4,NA
3800375,"IT",1,66,"town",2,2,1,4,1,0,2,4,NA
3800589,"IT",0,35,"town",3,3,1,5,3,0,2,5,NA
3800817,"IT",0,41,"rural",2,2,1,6,1,0,3,5,NA
3800743,"IT",1,41,"rural",2,2,1,NA,2,0,4,5,NA
3800084,"IT",1,55,"town",3,3,1,4,1,0,2,3,NA
3800405,"IT",0,58,"town",4,4,1,10,1,0,4,5,NA
3800577,"IT",1,63,"rural",2,1,1,5,2,0,3,4,NA
3800990,"IT",0,29,"town",3,4,1,6,1,0,3,4,NA
3800204,"IT",1,22,"town",1,2,1,1,1,0,3,5,NA
3801033,"IT",0,65,"town",3,2,1,7,2,0,2,5,NA
3800320,"IT",0,68,"city",1,3,1,1,1,0,3,4,NA
3800309,"IT",1,59,"rural",2,2,1,5,3,0,3,5,NA
3800087,"IT",1,41,"town",2,2,1,6,1,0,3,5,NA
3800931,"IT",1,34,"town",3,2,1,6,1,0,2,3,NA
3800808,"IT",1,52,"city",1,1,0,3,1,0,3,3,NA
3800726,"IT",0,53,"town",1,1,0,2,3,0,3,5,NA
3800539,"IT",1,58,"rural",4,4,1,5,1,0,3,4,NA
3800958,"IT",1,35,"rural",3,3,1,3,1,0,1,3,NA
3800409,"IT",0,61,"city",3,2,1,6,1,0,3,5,NA
3800333,"IT",1,66,"town",1,1,1,9,2,0,2,4,NA
3800399,"IT",0,57,"city",3,2,1,8,2,0,3,5,NA
3800537,"IT",0,67,"town",2,2,1,0,1,0,3,4,NA
3800272,"IT",1,60,"town",3,3,1,2,1,0,1,2,NA
3800438,"IT",1,56,"town",2,2,NA,NA,3,1,2,4,NA
3800315,"IT",0,63,"town",1,3,1,1,1,0,3,4,NA
3800690,"IT",1,50,"rural",1,1,0,6,2,0,1,3,NA
3800655,"IT",1,43,"town",1,1,1,6,2,0,2,3,NA
3800073,"IT",1,43,"city",2,2,1,2,1,0,3,4,NA
3801016,"IT",1,48,"town",2,2,1,NA,3,0,3,4,NA
3800785,"IT",0,51,"town",3,1,1,9,2,0,3,4,NA
3801022,"IT",0,30,"rural",3,3,1,2,NA,1,2,1,NA
3800996,"IT",0,50,"town",2,2,0,5,2,0,3,4,NA
3800883,"IT",1,30,"town",3,3,0,3,2,0,4,4,NA
3800424,"IT",0,60,"town",4,3,1,10,1,1,3,6,NA
3800720,"IT",0,43,"rural",4,4,NA,NA,NA,0,1,2,NA
3800363,"IT",0,60,"rural",4,4,1,10,3,0,3,6,NA
3800547,"IT",0,22,"town",2,2,1,1,2,0,3,5,NA
3800312,"IT",0,22,"town",2,4,0,5,1,0,3,3,NA
3800136,"IT",0,65,"town",1,1,1,6,2,0,3,4,NA
3800864,"IT",0,29,"city",2,3,0,4,1,0,2,3,NA
3800895,"IT",1,34,"town",NA,NA,1,NA,3,0,1,6,NA
3801003,"IT",1,52,"town",3,4,1,7,1,1,3,4,NA
3800464,"IT",1,26,"town",3,2,1,4,1,0,3,5,NA
3800598,"IT",1,66,"town",3,3,1,4,1,0,4,6,NA
3800159,"IT",1,61,"city",2,2,0,10,1,0,4,5,NA
3800357,"IT",0,74,"town",3,2,1,7,1,0,3,5,NA
3801038,"IT",0,37,"town",4,4,1,5,1,1,5,7,NA
3800641,"IT",1,66,"town",2,1,0,0,2,0,3,4,NA
3800873,"IT",0,31,"town",1,3,1,3,1,0,1,2,NA
3800840,"IT",1,47,"city",3,3,0,4,1,0,3,4,NA
3800178,"IT",0,25,"city",3,2,1,7,3,0,3,4,NA
3800392,"IT",1,68,"city",3,2,1,8,3,0,2,3,NA
3800696,"IT",1,49,"town",1,1,0,NA,2,0,3,4,NA
3800747,"IT",0,55,"city",3,3,1,5,1,0,2,2,NA
3800284,"IT",0,72,"rural",4,4,1,10,1,0,4,2,NA
3800254,"IT",0,70,"town",3,3,1,9,2,0,2,3,NA
3800094,"IT",1,63,"city",NA,3,NA,NA,3,0,3,5,NA
3800187,"IT",1,64,"rural",1,1,1,8,2,1,1,1,NA
3800680,"IT",1,42,"town",1,1,0,7,2,1,1,2,NA
3800089,"IT",0,68,"city",2,2,0,5,2,0,2,3,NA
3800024,"IT",1,37,"rural",3,3,1,5,1,0,3,5,NA
3800768,"IT",1,50,"city",2,2,0,NA,3,0,3,4,NA
3800557,"IT",1,60,"town",3,3,1,NA,3,0,3,5,NA
3800110,"IT",0,30,"city",4,4,1,2,2,0,5,7,NA
3800701,"IT",0,48,"town",4,4,1,5,1,0,4,5,NA
3800867,"IT",0,36,"town",2,2,1,4,1,0,3,3,NA
3800971,"IT",1,32,"town",3,3,1,0,1,0,2,4,NA
3800179,"IT",1,71,"town",3,2,1,8,1,0,2,3,NA
3800821,"IT",1,50,"town",3,3,1,5,1,0,3,4,NA
3800729,"IT",0,49,"town",1,1,0,NA,NA,0,3,5,NA
3800273,"IT",1,24,"city",3,3,1,7,3,0,3,4,NA
3800055,"IT",1,42,"town",3,3,1,5,1,0,3,5,NA
3800575,"IT",1,75,"city",2,2,0,7,2,0,3,5,NA
3800340,"IT",1,55,"city",3,3,1,8,3,0,3,4,NA
3800492,"IT",1,21,"city",3,2,0,4,3,0,3,3,NA
3800244,"IT",0,77,"town",3,4,1,10,1,0,3,5,NA
3800162,"IT",0,18,"town",2,3,1,5,1,0,3,5,NA
3800960,"IT",1,39,"rural",4,4,1,10,1,0,3,3,NA
3800042,"IT",0,59,"town",4,4,1,10,1,0,2,3,NA
3800321,"IT",1,57,"town",3,3,1,NA,3,0,NA,5,NA
3800209,"IT",0,66,"city",3,3,1,8,3,0,3,5,NA
3801000,"IT",0,44,"town",3,3,1,5,1,0,3,5,NA
3800751,"IT",0,45,"city",3,2,0,9,2,0,3,4,NA
3800149,"IT",0,60,"rural",3,2,1,5,3,0,2,3,NA
3800241,"IT",0,57,"city",2,3,1,4,1,0,3,4,NA
3800532,"IT",0,56,"town",3,2,1,8,3,0,3,5,NA
3800568,"IT",1,76,"town",3,3,1,0,1,0,2,4,NA
3800463,"IT",0,56,"rural",3,3,1,7,1,0,1,4,NA
3800450,"IT",1,20,"town",2,2,0,6,1,0,3,4,NA
3800847,"IT",1,35,"city",3,3,1,1,3,0,3,5,NA
3800674,"IT",0,49,"rural",3,4,1,7,2,0,3,6,NA
3800989,"IT",0,31,"rural",2,2,0,10,1,0,2,4,NA
3800489,"IT",0,40,"rural",1,1,1,0,2,0,3,4,NA
3800934,"IT",0,38,"town",1,1,0,5,2,0,1,3,NA
3800624,"IT",0,67,"town",3,2,1,5,3,0,3,5,NA
3800992,"IT",0,43,"rural",1,1,0,9,NA,1,1,1,NA
3800564,"IT",1,70,"town",1,3,1,0,1,0,3,4,NA
3800742,"IT",0,55,"town",1,1,1,10,3,0,1,3,NA
3800350,"IT",0,66,"town",2,1,0,0,2,0,3,4,NA
3800394,"IT",0,61,"town",3,3,1,9,3,0,3,4,NA
3800290,"IT",1,59,"town",3,3,1,10,3,0,3,4,NA
3800166,"IT",0,65,"town",3,3,1,0,1,0,3,5,NA
3800661,"IT",1,40,"rural",3,3,1,3,1,0,3,4,NA
3800305,"IT",1,79,"city",2,1,1,3,3,0,3,4,NA
3800048,"IT",0,42,"town",2,3,1,4,1,0,3,4,NA
3800420,"IT",0,58,"rural",2,3,1,2,1,0,3,5,NA
3800441,"IT",0,21,"city",2,3,1,0,1,1,2,4,NA
3800663,"IT",1,50,"city",3,3,1,4,1,0,3,4,NA
3800748,"IT",0,43,"town",3,2,1,7,1,0,3,5,NA
3800612,"IT",1,23,"city",1,3,1,6,1,0,2,4,NA
3800361,"IT",0,59,"town",2,2,1,3,1,0,3,3,NA
3800198,"IT",0,56,"city",2,2,1,NA,3,0,3,5,NA
3800332,"IT",1,62,"city",3,3,1,5,3,0,2,3,NA
3800646,"IT",1,41,"town",3,2,1,9,2,0,3,4,NA
3800888,"IT",1,37,"rural",3,2,1,7,NA,0,1,4,NA
3800906,"IT",0,31,"town",3,3,1,8,1,0,3,6,NA
3800610,"IT",0,64,"town",2,2,1,2,1,0,3,4,NA
3800538,"IT",0,59,"town",2,3,1,3,1,0,3,4,NA
3800027,"IT",1,44,"town",3,3,1,10,3,0,3,4,NA
3800127,"IT",1,23,"city",2,3,1,0,1,0,2,4,NA
3800686,"IT",1,24,"town",1,1,1,5,2,0,3,5,NA
3800631,"IT",0,61,"city",2,1,1,4,2,0,3,4,NA
3800510,"IT",1,68,"city",1,2,1,5,NA,0,3,2,NA
3800735,"IT",1,41,"town",4,4,1,5,1,0,3,4,NA
3800827,"IT",0,53,"town",3,2,1,5,2,1,1,2,NA
3800039,"IT",1,64,"rural",3,3,1,3,1,0,1,3,NA
3800030,"IT",1,22,"town",2,2,0,5,2,0,3,4,NA
3800933,"IT",1,39,"town",2,2,0,NA,NA,0,3,4,NA
3800355,"IT",1,65,"town",1,1,1,2,1,0,3,2,NA
3800274,"IT",1,68,"town",2,2,0,8,2,0,3,4,NA
3800970,"IT",0,27,"town",1,1,1,5,3,0,2,4,NA
3800111,"IT",1,51,"city",2,3,1,7,3,0,3,5,NA
3800292,"IT",1,66,"city",1,1,0,2,3,0,3,4,NA
3800265,"IT",1,22,"town",2,NA,1,2,NA,0,3,4,NA
3800289,"IT",0,55,"town",3,3,1,8,3,0,2,4,NA
3800325,"IT",0,77,"city",3,3,1,6,1,0,3,4,NA
3800697,"IT",1,43,"town",3,2,1,NA,3,0,2,1,NA
3801005,"IT",1,44,"town",1,1,1,6,3,0,2,3,NA
3800016,"IT",0,54,"town",2,2,0,5,3,0,2,3,NA
3800202,"IT",0,65,"town",2,3,1,NA,1,0,1,1,NA
3800107,"IT",1,58,"town",NA,NA,1,NA,3,1,1,1,NA
3800918,"IT",1,28,"town",NA,NA,0,NA,NA,0,NA,4,NA
3800036,"IT",1,51,"town",3,3,1,9,1,0,3,5,NA
3800103,"IT",1,54,"city",3,1,0,7,3,0,1,4,NA
3800705,"IT",1,48,"town",2,2,1,10,2,0,1,2,NA
3800458,"IT",1,36,"town",2,2,1,3,1,0,4,5,NA
3800135,"IT",0,73,"city",2,1,1,9,2,0,3,4,NA
3800586,"IT",1,41,"town",2,1,1,10,1,0,3,3,NA
3800800,"IT",0,52,"city",2,2,1,2,3,0,3,5,NA
3800379,"IT",1,66,"rural",2,2,1,0,3,0,3,4,NA
3800061,"IT",0,34,"town",2,2,1,NA,1,0,2,3,NA
3801026,"IT",0,37,"town",3,2,1,4,1,0,2,4,NA
3800678,"IT",1,43,"city",2,2,1,5,3,0,3,5,NA
3800170,"IT",1,62,"rural",NA,NA,1,NA,NA,0,3,5,NA
3800617,"IT",1,57,"city",1,3,1,4,1,0,2,3,NA
3800750,"IT",1,29,"rural",3,3,1,10,3,0,3,3,NA
3800201,"IT",1,56,"town",3,3,NA,5,1,0,4,6,NA
3800077,"IT",0,48,"town",3,3,1,5,1,0,3,3,NA
3800493,"IT",0,69,"town",4,4,1,10,1,0,3,5,NA
3800372,"IT",0,59,"town",3,2,1,10,2,0,2,3,NA
3800116,"IT",1,42,"rural",2,2,1,0,3,0,3,4,NA
3800020,"IT",1,56,"town",3,3,0,5,1,1,2,2,NA
3800684,"IT",0,55,"town",3,3,1,3,1,0,2,3,NA
3800373,"IT",0,63,"town",2,1,1,NA,1,0,3,5,NA
3800717,"IT",0,47,"town",1,1,1,10,3,0,2,4,NA
3800334,"IT",0,27,"city",3,2,1,7,3,0,3,4,NA
3800619,"IT",1,66,"city",3,3,1,5,1,0,3,4,NA
3800520,"IT",1,58,"town",3,4,1,0,1,0,2,5,NA
3800860,"IT",1,28,"town",3,3,1,5,1,0,4,4,NA
3800319,"IT",1,23,"rural",2,2,1,5,3,1,2,4,NA
3800121,"IT",1,58,"town",2,2,1,NA,3,0,3,NA,NA
3800009,"IT",0,45,"rural",4,2,0,6,2,0,2,4,NA
3800885,"IT",1,33,"town",1,1,1,2,3,0,3,4,NA
3800153,"IT",1,58,"city",1,1,1,NA,3,1,2,1,NA
3800014,"IT",1,50,"town",1,3,1,0,1,0,1,4,NA
3800335,"IT",0,65,"town",2,2,1,0,1,0,2,3,NA
3800037,"IT",0,60,"rural",1,2,0,2,1,0,2,3,NA
3800893,"IT",1,28,"rural",3,3,1,2,1,0,3,5,NA
3800192,"IT",0,71,"town",3,3,1,2,1,0,3,4,NA
3800298,"IT",1,24,"rural",3,3,1,8,1,0,4,6,NA
3800536,"IT",1,67,"town",2,NA,1,0,1,0,3,5,NA
3800145,"IT",0,67,"rural",1,2,1,0,1,0,3,4,NA
3800662,"IT",0,48,"city",2,3,1,8,2,0,3,4,NA
3800997,"IT",0,47,"city",3,3,1,7,2,0,3,4,NA
3800587,"IT",1,59,"city",1,1,0,NA,2,0,3,NA,NA
3800478,"IT",1,57,"town",3,3,1,9,1,0,3,4,NA
3800633,"IT",0,24,"rural",1,1,1,0,1,0,1,4,NA
3800872,"IT",0,30,"town",2,2,1,8,3,0,1,4,NA
3800991,"IT",1,47,"city",2,3,1,8,1,0,4,5,NA
3800894,"IT",0,28,"city",3,3,1,6,3,1,3,4,NA
3800877,"IT",1,36,"rural",3,3,1,4,1,0,3,3,NA
3800595,"IT",1,66,"town",3,2,1,9,1,0,3,3,NA
3800802,"IT",0,55,"town",1,2,1,2,2,0,3,5,NA
3800213,"IT",0,63,"rural",1,1,1,0,3,1,2,3,NA
3800046,"IT",1,42,"rural",2,2,1,8,2,0,3,4,NA
3800722,"IT",0,54,"town",1,2,1,3,2,0,2,2,NA
3800551,"IT",1,64,"town",2,2,0,NA,2,0,3,5,NA
3800714,"IT",1,43,"town",2,2,NA,NA,3,0,3,5,NA
3801007,"IT",0,39,"city",2,3,1,5,1,0,1,3,NA
3800713,"IT",0,49,"rural",3,3,1,1,1,1,2,2,NA
3801023,"IT",1,48,"town",2,3,1,5,NA,0,3,4,NA
3800186,"IT",1,65,"town",NA,NA,0,NA,2,0,2,1,NA
3800767,"IT",0,44,"town",1,3,1,2,1,0,2,3,NA
3800984,"IT",0,34,"town",1,1,0,6,2,0,1,2,NA
3800712,"IT",1,41,"town",3,3,1,8,2,0,3,3,NA
